year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error,binary_test,sentiment_score,rough_score
2007,tt0780622,Teeth,dubious-disagree,dubious,FAIL,2000000,347578,2350641,2007FAIL,2247087,390519,2641047,2,2,0780622,"still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence.",R,TRUE,English,USA,Mitchell Lichtenstein,57,5.5,Mitchell Lichtenstein,03 Apr 2008,"Jess Weixler, John Hensley, Josh Pais, Hale Appleman","Comedy, Horror, Thriller",3 wins & 5 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkzMjQ2Nzg2OV5BMl5BanBnXkFtZTcwNTgyMjU1MQ@@._V1_SX300.jpg,27932,NA,0,-1,-1
2007,tt0825232,The Bucket List,notalk,notalk,FAIL,45000000,93466502,174310293,2007FAIL,50559457,105013679,195845194,2,2,0825232,two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,PG-13,TRUE,English,USA,Justin Zackham,42,7.4,Rob Reiner,11 Jan 2008,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd","Adventure, Comedy, Drama",1 win & 3 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY2NTUyMjIyNF5BMl5BanBnXkFtZTYwNzYwMDM4._V1_SX300.jpg,144493,NA,0,-7,-2
2007,tt0385752,The Golden Compass,ok,ok,PASS,205000000,70107728,372234864,2007PASS,230326414,78769081,418222056,2,2,0385752,"in a parallel universe, young lyra belacqua journeys to the far north to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",PG-13,TRUE,"English, Icelandic, Russian, French","USA, UK","Chris Weitz (screenplay), Philip Pullman (novel)",51,6.1,Chris Weitz,07 Dec 2007,"Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker","Adventure, Family, Fantasy",Won 1 Oscar. Another 3 wins & 26 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_SX300.jpg,122839,NA,1,-1,-2
2007,tt0419887,The Kite Runner,nowomen,nowomen,FAIL,20000000,15800078,74180745,2007FAIL,22470870,17752075,83345293,2,2,0419887,"after spending years in california, amir returns to his homeland in afghanistan to help his old friend hassan, whose son is in trouble.",PG-13,TRUE,"Dari, English, Pushto, Russian, Urdu","USA, China","David Benioff (screenplay), Khaled Hosseini (novel)",61,7.6,Marc Forster,26 Dec 2007,"Khalid Abdalla, Atossa Leoni, Shaun Toub, Sayed Jafar Masihullah Gharibzada",Drama,Nominated for 1 Oscar. Another 4 wins & 14 nominations.,128 min,movie,http://ia.media-imdb.com/images/M/MV5BODcyNjY2MjEwM15BMl5BanBnXkFtZTcwODQ0MzI1MQ@@._V1_SX300.jpg,58972,NA,0,-2,-1
2007,tt0425430,The Messengers,ok,ok,PASS,16000000,35374833,53774833,2007PASS,17976696,39745163,60418363,2,2,0425430,"an ominous darkness invades a seemingly serene sunflower farm in north dakota, and the solomon family is torn apart by suspicion, mayhem and murder.",PG-13,TRUE,English,USA,"Mark Wheaton (screenplay), Todd Farmer (story)",34,5.4,"Oxide Pang Chun, Danny Pang",02 Feb 2007,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett","Drama, Horror, Thriller",1 win & 1 nomination.,90 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMxMjMzMTMwOF5BMl5BanBnXkFtZTcwNDA4MDIzMw@@._V1_SX300.jpg,28759,NA,1,0,-3
2007,tt0884328,The Mist,ok,ok,PASS,13000000,25593755,54777490,2007PASS,14606065,28755697,61544892,2,2,0884328,"a freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",R,TRUE,English,USA,"Frank Darabont (screenplay), Stephen King (novel)",58,7.2,Frank Darabont,21 Nov 2007,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher","Horror, Sci-Fi, Thriller",2 wins & 5 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SX300.jpg,170026,NA,1,-1,-2
2007,tt0481369,The Number 23,notalk,notalk,FAIL,32000000,35193167,77593167,2007FAIL,35953391,39541053,87179297,2,2,0481369,"walter sparrow becomes obsessed with a novel that he believes was written about him. as his obsession increases, more and more similarities seem to arise.",R,TRUE,"English, Chinese","USA, Germany",Fernley Phillips,NA,6.4,Joel Schumacher,23 Feb 2007,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston","Mystery, Thriller",5 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMjcwNzczNDQ0MV5BMl5BanBnXkFtZTcwMTE0NzA0MQ@@._V1_SX300.jpg,134897,NA,0,2,1
2007,tt0775529,The Savages,ok,ok,PASS,9000000,6623082,10642023,2007PASS,10111891,7441321,11956776,2,2,0775529,a sister and brother face the realities of familial responsibility as they begin to care for their ailing father.,R,TRUE,"English, German, Cantonese",USA,Tamara Jenkins,85,7.2,Tamara Jenkins,17 Jan 2008,"Laura Linney, Philip Seymour Hoffman, Philip Bosco, Peter Friedman","Comedy, Drama",Nominated for 2 Oscars. Another 15 wins & 14 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5NjMyMjk0OF5BMl5BanBnXkFtZTYwNzM4MDM4._V1_SX300.jpg,28208,NA,1,2,-1
2007,tt0469494,There Will Be Blood,nowomen-disagree,nowomen,FAIL,25000000,40222514,77208711,2007FAIL,28088587,45191743,86747344,2,2,0469494,"a story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",R,TRUE,"English, American Sign Language",USA,"Paul Thomas Anderson (screenplay), Upton Sinclair (novel)",92,8.1,Paul Thomas Anderson,25 Jan 2008,"Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer",Drama,Won 2 Oscars. Another 74 wins & 58 nominations.,158 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA0NjE1ODEyNV5BMl5BanBnXkFtZTcwNDIzMzE5NQ@@._V1_SX300.jpg,272680,NA,0,-3,-2
2007,tt0453556,TMNT,notalk-disagree,notalk,FAIL,35000000,54149098,96096018,2007FAIL,39324022,60838866,107968055,2,2,0453556,"the continued adventures of the four adolescent mutated turtles gifted in the art of the ninja, as they attempt to stop a mysterious evil that threatens to end the world.",PG,TRUE,English,"Hong Kong, USA","Kevin Munroe, Peter Laird (characters), Kevin Eastman (characters)",41,6.4,Kevin Munroe,23 Mar 2007,"Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith","Animation, Action, Adventure",1 nomination.,87 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE1MzcwNTE5OV5BMl5BanBnXkFtZTcwMTIxNzQ0MQ@@._V1_SX300.jpg,44957,NA,0,-4,-1
2007,tt0418279,Transformers,notalk-disagree,notalk,FAIL,151000000,319246193,708272592,2007FAIL,169655066,358686980,795775055,2,2,0418279,"an ancient struggle between two cybertronian races, the heroic autobots and the evil decepticons, comes to earth, with a clue to the ultimate power held by a teenager.",PG-13,TRUE,"English, Spanish",USA,"Roberto Orci (screenplay), Alex Kurtzman (screenplay), John Rogers (story), Roberto Orci (story), Alex Kurtzman (story)",61,7.2,Michael Bay,03 Jul 2007,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson","Action, Adventure, Sci-Fi",Nominated for 3 Oscars. Another 12 wins & 30 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwNjU5MzUzNl5BMl5BanBnXkFtZTYwMzc1MTI3._V1_SX300.jpg,394261,NA,0,-2,-1
2007,tt0473308,Waitress,ok,ok,PASS,1500000,19097550,22217183,2007PASS,1685315,21456928,24961971,2,2,0473308,"jenna is a pregnant, unhappily married waitress in the deep south. she meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",PG-13,TRUE,English,USA,Adrienne Shelly,75,7.1,Adrienne Shelly,25 May 2007,"Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto","Comedy, Drama, Romance",6 wins & 3 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc4ODI2MjU2M15BMl5BanBnXkFtZTcwOTAzNzU0MQ@@._V1_SX300.jpg,32461,NA,1,3,-1
2007,tt0496436,White Noise 2: The Light,notalk,notalk,FAIL,10000000,#N/A,8243567,2007FAIL,11235435,#N/A,9262006,2,2,0496436,"following the loss of his family, a man attempts suicide only to discover upon waking that he can identify people who are about to die",PG-13,TRUE,English,"USA, Canada",Matt Venne,NA,5.8,Patrick Lussier,05 Jan 2007,"Nathan Fillion, Katee Sackhoff, Craig Fairbrass, Adrian Holmes","Drama, Horror, Thriller",4 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY5Nzk1MDAzMl5BMl5BanBnXkFtZTcwMjY3NzU0MQ@@._V1_SX300.jpg,10060,NA,0,-8,-3
2006,tt0416496,Bandidas,ok,ok,PASS,35000000,#N/A,18400000,2006PASS,40452872,#N/A,21266653,2,2,0416496,"in turn-of-the-century mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town.",PG-13,TRUE,"English, Spanish","France, Mexico, USA","Luc Besson, Robert Mark Kamen",NA,5.7,"Joachim Rønning, Espen Sandberg",18 Jan 2006,"Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam","Action, Comedy, Crime",N/A,93 min,movie,http://ia.media-imdb.com/images/M/MV5BNDI1MDEwNjM2OF5BMl5BanBnXkFtZTcwNzE2NTA0MQ@@._V1_SX300.jpg,23796,NA,1,-1,-1
2006,tt0454082,Black Christmas,ok,ok,PASS,9000000,16235738,16235738,2006PASS,10402167,18765207,18765207,2,2,0454082,"an escaped maniac returns to his childhood home on christmas eve, which is now a sorority house, and begins to murder the sorority sisters one by one.",R,TRUE,English,"USA, Canada","Glen Morgan (screenplay), Roy Moore",22,4.5,Glen Morgan,25 Dec 2006,"Katie Cassidy, Michelle Trachtenberg, Mary Elizabeth Winstead, Lacey Chabert","Horror, Thriller",N/A,84 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgwMjA4MzAxNl5BMl5BanBnXkFtZTcwNjYxNDY0MQ@@._V1_SX300.jpg,17021,NA,1,-10,-10
2006,tt0450259,Blood Diamond,notalk,notalk,FAIL,100000000,57377916,171377916,2006FAIL,115579635,66317186,198077969,2,2,0450259,"a fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",R,TRUE,"English, Mende, Afrikaans","USA, Germany","Charles Leavitt (screenplay), Charles Leavitt (story), C. Gaby Mitchell (story)",64,8,Edward Zwick,08 Dec 2006,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers","Adventure, Drama, Thriller",Nominated for 5 Oscars. Another 7 wins & 18 nominations.,143 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY5MTYyNjkwNV5BMl5BanBnXkFtZTcwODE3MTI0MQ@@._V1_SX300.jpg,290678,NA,0,1,1
2006,tt0470705,Bug,ok,ok,PASS,4000000,7006708,7006708,2006PASS,4623185,8098328,8098328,2,2,0470705,an unhinged war veteran holes up with a lonely woman in a spooky oklahoma motel room. the line between reality and delusion is blurred as they discover a bug infestation.,R,TRUE,English,"USA, Germany","Tracy Letts (screenplay), Tracy Letts (play)",62,6,William Friedkin,25 May 2007,"Ashley Judd, Michael Shannon, Harry Connick Jr., Lynn Collins","Drama, Horror, Thriller",1 win & 2 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIzOTUzMDkzMV5BMl5BanBnXkFtZTcwMDY2MjMzMw@@._V1_SX300.jpg,23866,NA,1,-4,-5
2006,tt0317219,Cars,notalk-disagree,notalk,FAIL,70000000,244082982,461667967,2006FAIL,80905744,282110219,533594150,2,2,0317219,"a hot-shot race-car named lightning mcqueen gets waylaid in radiator springs, where he finds the true meaning of friendship and family.",G,TRUE,"English, Italian, Japanese, Yiddish",USA,"John Lasseter (original story by), Joe Ranft (original story by), Jorgen Klubien (original story by), Dan Fogelman (screenplay), John Lasseter (screenplay), Joe Ranft (screenplay), Kiel Murray (screenplay), Phil Lorin (screenplay), Jorgen Klubien (screenplay), Bonnie Hunt (additional screenplay material), Robert L. Baird (additional screenplay material), Daniel Gerson (additional screenplay material), Don Lake (additional screenplay material), Steve Purcell (additional screenplay material), Dan Scanlon (additional screenplay material)",73,7.3,"John Lasseter, Joe Ranft",09 Jun 2006,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy","Animation, Adventure, Comedy",Nominated for 2 Oscars. Another 20 wins & 19 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMTE5Mzk5MTA2Ml5BMl5BanBnXkFtZTYwNTY3NTc2._V1_SX300.jpg,168841,NA,0,2,1
2006,tt0381061,Casino Royale,notalk,notalk,FAIL,102000000,167365000,596365000,2006FAIL,117891227,193439856,689276488,2,2,0381061,"armed with a license to kill, secret agent james bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at casino royale, but things are not what they seem.",PG-13,TRUE,"English, French","UK, Czech Republic, USA, Germany, Bahamas","Neal Purvis (screenplay), Robert Wade (screenplay), Paul Haggis (screenplay), Ian Fleming (novel)",81,8,Martin Campbell,17 Nov 2006,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench","Action, Crime, Thriller",Won 1 BAFTA Film Award. Another 17 wins & 29 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1_SX300.jpg,342173,NA,0,-3,0
2006,tt0206634,Children of Men,ok,ok,PASS,76000000,35552383,69450202,2006PASS,87840522,41091314,80270290,2,2,0206634,"in 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",R,TRUE,"English, German, Italian, Romanian, Spanish, Arabic, Georgian","USA, UK","Alfonso Cuarón (screenplay), Timothy J. Sexton (screenplay), David Arata (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), P.D. James (novel)",84,7.9,Alfonso Cuarón,05 Jan 2007,"Clive Owen, Juan Gabriel Yacuzzi, Michael Caine, Mishal Husain","Drama, Sci-Fi, Thriller",Nominated for 3 Oscars. Another 28 wins & 29 nominations.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc2MDU1ODQ0MV5BMl5BanBnXkFtZTcwMjk2NDA2OQ@@._V1_SX300.jpg,294845,NA,1,-1,0
2006,tt0479884,Crank,nowomen,nowomen,FAIL,12000000,27838408,43924923,2006FAIL,13869556,32175530,50768266,2,2,0479884,professional assassin chev chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,R,TRUE,"English, Spanish, Korean",USA,"Mark Neveldine, Brian Taylor",57,7,"Mark Neveldine, Brian Taylor",01 Sep 2006,"Jason Statham, Amy Smart, Jose Pablo Cantillo, Efren Ramirez","Action, Crime, Thriller",1 win.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMjg0NjAxNDY4MV5BMl5BanBnXkFtZTcwODA5MjMzMw@@._V1_SX300.jpg,154657,NA,0,-5,-4
2006,tt0398913,DOA: Dead or Alive,ok,ok,PASS,30000000,480314,7756224,2006PASS,34673890,555145,8964615,2,2,0398913,the movie adaptation of the best selling video game series dead or alive.,PG-13,TRUE,English,"USA, Germany, UK","J.F. Lawton (screenplay), Adam Gross (screenplay), Seth Gross (screenplay), J.F. Lawton (story)",38,4.8,Corey Yuen,15 Sep 2006,"Jaime Pressly, Devon Aoki, Holly Valance, Sarah Carter","Action, Adventure",1 nomination.,87 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIyNDQ0NDExMl5BMl5BanBnXkFtZTcwODAxMTk0MQ@@._V1_SX300.jpg,33879,NA,1,-2,-1
2006,tt0449010,Eragon,notalk,notalk,FAIL,100000000,75030163,249488115,2006FAIL,115579635,86719588,288357452,2,2,0449010,"in his homeland of alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",PG,TRUE,English,"USA, UK, Hungary","Peter Buchman (screenplay), Christopher Paolini (novel)",38,5.1,Stefen Fangmeier,15 Dec 2006,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle","Action, Adventure, Family",3 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg2ODkzMjgxNV5BMl5BanBnXkFtZTYwOTYzNDA3._V1_SX300.jpg,87646,NA,0,-3,0
2006,tt0414982,Final Destination 3,ok,ok,PASS,25000000,54098051,112798051,2006PASS,28894909,62526330,130371575,2,2,0414982,"in this third installment of the final destination series, a student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself which seeks out those who escaped their fate.",R,TRUE,English,"Germany, USA, Canada","Glen Morgan, James Wong, Jeffrey Reddick (characters)",41,5.8,James Wong,10 Feb 2006,"Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche, Alexz Johnson","Horror, Thriller",6 nominations.,93 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg2MzI0MzczOF5BMl5BanBnXkFtZTcwNzAyODExMw@@._V1_SX300.jpg,79079,NA,1,1,-2
2006,tt0470765,For Your Consideration,ok,ok,PASS,12000000,5549923,5549923,2006PASS,13869556,6414581,6414581,2,2,0470765,"three actors learn that their respective performances in the film ""home for purim,"" a drama set in the mid-1940s american south, are generating award-season buzz.",PG-13,TRUE,English,USA,"Christopher Guest, Eugene Levy",68,6.3,Christopher Guest,22 Nov 2006,"Catherine O'Hara, Stephen Rannazzisi, Ed Begley Jr., Eugene Levy",Comedy,3 wins & 6 nominations.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIxNzg0NTY4MV5BMl5BanBnXkFtZTcwNDk4NjkzMQ@@._V1_SX300.jpg,10973,NA,1,3,1
2006,tt0436331,Friends with Money,ok,ok,PASS,6500000,13368437,17518322,2006PASS,7512676,15451191,20247613,2,2,0436331,"after she quits her lucrative job, olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",R,TRUE,English,USA,Nicole Holofcener,68,5.9,Nicole Holofcener,07 Apr 2006,"Catherine Keener, Jason Isaacs, Timm Sharp, Joan Cusack","Comedy, Drama, Romance",2 wins & 1 nomination.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE3Mjc3NjQ5NV5BMl5BanBnXkFtZTYwMjY5MjE3._V1_SX300.jpg,16912,NA,1,4,2
2006,tt0417225,Idlewild,ok,ok,PASS,15000000,12669914,12669914,2006PASS,17336945,14643840,14643840,2,2,0417225,"a musical set in the prohibition-era american south, where a speakeasy performer and club manager rooster must contend with gangsters who have their eyes on the club while his piano player ...",R,TRUE,English,USA,Bryan Barber,55,6.2,Bryan Barber,25 Aug 2006,"André Benjamin, Big Boi, Paula Patton, Terrence Howard","Crime, Drama, Musical",5 nominations.,121 min,movie,http://ia.media-imdb.com/images/M/MV5BOTAxMTgyMDI2NF5BMl5BanBnXkFtZTcwMjU4NjgzMQ@@._V1_SX300.jpg,4130,NA,1,-1,-1
2006,tt0454848,Inside Man,dubious-disagree,dubious,FAIL,50000000,88634237,184634237,2006FAIL,57789817,102443127,213399577,2,2,0454848,"a police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",R,TRUE,"English, Albanian",USA,Russell Gewirtz,76,7.7,Spike Lee,24 Mar 2006,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer","Crime, Drama, Thriller",5 wins & 8 nominations.,129 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcxMDE4NTU4OF5BMl5BanBnXkFtZTcwMjg4NjQzMQ@@._V1_SX300.jpg,217773,NA,0,2,0
2006,tt0452637,Lady in the Water,men,men,FAIL,75000000,42285169,72785169,2006FAIL,86684726,48873044,84124832,2,2,0452637,"apartment building superintendent cleveland heep rescues what he thinks is a young woman from the pool he maintains. when he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",PG-13,TRUE,English,USA,M. Night Shyamalan,36,5.7,M. Night Shyamalan,21 Jul 2006,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban","Fantasy, Mystery, Thriller",2 wins & 4 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEyNTc0NTk5M15BMl5BanBnXkFtZTcwMDE5NzkyMw@@._V1_SX300.jpg,67260,NA,0,5,1
2006,tt0408985,Last Holiday,ok,ok,PASS,45000000,38399961,43343247,2006PASS,52010836,44382535,50095967,2,2,0408985,"after she's diagnosed with a terminal illness, a shy woman decides to take a european vacation.",PG-13,TRUE,"English, French",USA,"Jeffrey Price (screenplay), Peter S. Seaman (screenplay), J.B. Priestley",52,6.3,Wayne Wang,13 Jan 2006,"Queen Latifah, LL Cool J, Timothy Hutton, Giancarlo Esposito","Adventure, Comedy, Drama",7 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkwMDA2ODc3NV5BMl5BanBnXkFtZTcwNjU3ODczMQ@@._V1_SX300.jpg,16794,NA,1,-3,-1
2006,tt0404203,Little Children,ok,ok,PASS,14000000,5463019,14763019,2006PASS,16181149,6314137,17063043,2,2,0404203,"the lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",R,TRUE,English,USA,"Todd Field (screenplay), Tom Perrotta (screenplay), Tom Perrotta (based on the novel by)",75,7.6,Todd Field,03 Nov 2006,"Kate Winslet, Jennifer Connelly, Patrick Wilson, Jackie Earle Haley",Drama,Nominated for 3 Oscars. Another 12 wins & 30 nominations.,136 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYwNzEwNTI3MV5BMl5BanBnXkFtZTcwODUyODczMQ@@._V1_SX300.jpg,79815,NA,1,-6,-4
2006,tt0449059,Little Miss Sunshine,ok,ok,PASS,8000000,59891098,100550977,2006PASS,9246371,69221912,116216452,2,2,0449059,a family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their vw bus.,R,TRUE,English,USA,Michael Arndt,80,7.9,"Jonathan Dayton, Valerie Faris",18 Aug 2006,"Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin","Adventure, Comedy, Drama",Won 2 Oscars. Another 54 wins & 55 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_SX300.jpg,278063,NA,1,2,1
2006,tt0425210,Lucky Number Slevin,notalk-disagree,notalk,FAIL,27000000,22495466,55495466,2006FAIL,31206501,26000177,64141457,2,2,0425210,a case of mistaken identity lands slevin into the middle of a war being plotted by two of the city's most rival crime bosses: the rabbi and the boss. slevin is under constant surveillance by relentless detective brikowski as well as the infamous assassin goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.,R,TRUE,English,"Germany, USA",Jason Smilovic,53,7.8,Paul McGuigan,07 Apr 2006,"Josh Hartnett, Bruce Willis, Lucy Liu, Morgan Freeman","Crime, Drama, Mystery",4 wins & 3 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMzc1OTEwMTk4OF5BMl5BanBnXkFtZTcwMTEzMDQzMQ@@._V1_SX300.jpg,216029,NA,0,-8,-6
2006,tt0422720,Marie Antoinette,ok,ok,PASS,40000000,15962471,60862471,2006PASS,46231854,18449366,70344622,2,2,0422720,"the retelling of france's iconic but ill-fated queen, marie antoinette. from her betrothal and marriage to louis xvi at 15 to her reign as queen at 19 and to the end of her reign as queen and ultimately the fall of versailles.",PG-13,TRUE,"English, Latin, French","USA, France, Japan",Sofia Coppola,65,6.4,Sofia Coppola,20 Oct 2006,"Kirsten Dunst, Jason Schwartzman, Judy Davis, Rip Torn","Biography, Drama, History",Won 1 Oscar. Another 8 wins & 9 nominations.,123 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIzOTk1NzY5NV5BMl5BanBnXkFtZTcwOTMzNDgzMQ@@._V1_SX300.jpg,63015,NA,1,-2,-1
2006,tt0482546,Miss Potter,ok,ok,PASS,30000000,3005605,35891257,2006PASS,34673890,3473867,41482984,2,2,0482546,"the story of beatrix potter, the author of the beloved and best-selling children's book, ""the tale of peter rabbit"", and her struggle for love, happiness and success.",PG,TRUE,English,"UK, USA, Isle Of Man",Richard Maltby Jr.,57,7,Chris Noonan,05 Jan 2007,"Renée Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn","Biography, Drama",Nominated for 1 Golden Globe. Another 4 wins & 3 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTA0NjgzMDIzNjVeQTJeQWpwZ15BbWU3MDE3ODk0NDE@._V1_SX300.jpg,20120,NA,1,9,3
2006,tt0385880,Monster House,ok,ok,PASS,75000000,73661010,141267370,2006PASS,86684726,85137126,163276310,2,2,0385880,"three teens discover that their neighbor's house is really a living, breathing, scary monster.",PG,TRUE,English,USA,"Dan Harmon (screenplay), Rob Schrab (screenplay), Pamela Pettler (screenplay), Dan Harmon (story), Rob Schrab (story)",68,6.7,Gil Kenan,21 Jul 2006,"Ryan Newman, Steve Buscemi, Mitchel Musso, Catherine O'Hara","Animation, Comedy, Family",Nominated for 1 Oscar. Another 5 wins & 15 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI4NDY5MzI3MV5BMl5BanBnXkFtZTcwMTI5OTMzMQ@@._V1_SX300.jpg,51677,NA,1,-2,-2
2006,tt0477347,Night at the Museum,ok,ok,PASS,110000000,250863268,574480841,2006PASS,127137598,289946849,663982857,2,2,0477347,a newly recruited night security guard at the museum of natural history discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,PG,TRUE,"English, Italian, Hebrew","USA, UK","Robert Ben Garant (screenplay), Thomas Lennon (screenplay), Robert Ben Garant (screen story), Thomas Lennon (screen story), Milan Trenc (book)",48,6.3,Shawn Levy,22 Dec 2006,"Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney","Action, Adventure, Comedy",2 wins & 8 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQyOTM4MDMxN15BMl5BanBnXkFtZTcwODg5NTQzMw@@._V1_SX300.jpg,160881,NA,1,-2,-3
2006,tt0907657,Once,men,men,FAIL,150000,9445857,18997174,2006FAIL,173369,10917487,21956864,2,2,0907657,"a modern-day musical about a busker and an immigrant and their eventful week in dublin, as they write, rehearse and record songs that tell their love story.",R,TRUE,"English, Czech",Ireland,John Carney,88,8,John Carney,23 Mar 2007,"Glen Hansard, Markéta Irglová, Hugh Walsh, Gerard Hendrick","Drama, Music, Romance",Won 1 Oscar. Another 16 wins & 21 nominations.,85 min,movie,http://ia.media-imdb.com/images/M/MV5BMTEwNjExOTc2MTJeQTJeQWpwZ15BbWU3MDYzODQ3NDE@._V1_SX300.jpg,68058,NA,0,3,3
