...1,id,year,imdbid,rating,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Documentary,Short,Animation,Sport,Action,Comedy,Romance,NA,Western,Music,History,Horror,Family,Fantasy,Drama,Crime,Adventure,Biography,Mystery,Sci-Fi,War,Thriller,Musical,Film-Noir,Adult,Talk-Show,News,binary
4565,916,2004,356721,3,tt0356721,movie,I Heart Huckabees,I Heart Huckabees,0,2004,\N,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4566,4328,2004,371835,3,tt0371835,tvMovie,Ghost Cat,Mrs. Ashboro's Cat,0,2004,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,1
4567,933,2004,388789,3,tt0388789,movie,Born Into Brothels: Calcutta's Red Light Kids,Born Into Brothels: Calcutta's Red Light Kids,0,2004,\N,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,Born Into Brothels: Calcutta&#39;s Red Light Kids,1
4568,953,2004,377713,3,tt0377713,movie,Cube Zero,Cube Zero,0,2004,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,NA,NA,1
4569,956,2004,332452,1,tt0332452,movie,Troy,Troy,0,2004,\N,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4570,957,2004,338526,3,tt0338526,movie,Van Helsing,Van Helsing,0,2004,\N,131,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
4571,966,2004,377084,3,tt0377084,movie,Ladies in Lavender,Ladies in Lavender,0,2004,\N,104,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4572,1001,2004,365748,3,tt0365748,movie,Shaun of the Dead,Shaun of the Dead,0,2004,\N,99,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4573,1021,2004,368933,3,tt0368933,movie,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement,0,2004,\N,113,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4574,1027,2004,327554,3,tt0327554,movie,Catwoman,Catwoman,0,2004,\N,104,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1
4575,1060,2004,371823,2,tt0371823,video,"Mickey, Donald, Goofy: The Three Musketeers","Mickey, Donald, Goofy: The Three Musketeers",0,2004,\N,67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
4576,1348,2004,365135,3,tt0365135,movie,Double Dare,Double Dare,0,2004,\N,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4577,1420,2004,390384,1,tt0390384,movie,Primer,Primer,0,2004,\N,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,NA,NA,0
4578,1565,2004,417349,3,tt0417349,tvMiniSeries,North & South,North & South,0,2004,2004,235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4579,1205,2004,343660,2,tt0343660,movie,50 First Dates,50 First Dates,0,2004,\N,99,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4580,1220,2004,378793,3,tt0378793,movie,Speak,Speak,0,2004,\N,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4581,1221,2004,367462,3,tt0367462,movie,Say Yes Quickly,Say Yes Quickly,0,2004,\N,88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4582,1131,2004,327162,3,tt0327162,movie,The Stepford Wives,The Stepford Wives,0,2004,\N,93,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1
4583,1148,2004,405159,3,tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004,\N,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4584,1592,2004,327437,1,tt0327437,movie,Around the World in 80 Days,Around the World in 80 Days,0,2004,\N,120,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
4585,1096,2004,385267,1,tt0385267,movie,In Good Company,In Good Company,0,2004,\N,110,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4586,1461,2004,375233,3,tt0375233,movie,Innocence,Innocence,0,2004,\N,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,1
4587,1539,2004,296572,2,tt0296572,movie,The Chronicles of Riddick,The Chronicles of Riddick,0,2004,\N,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0
4588,1498,2004,381668,0,tt0381668,movie,Tropical Malady,Sud pralad,0,2004,\N,118,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4589,1597,2004,349825,1,tt0349825,movie,Miracle,Miracle,0,2004,\N,135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
4590,1084,2004,406649,1,tt0406649,tvMovie,A Christmas Carol: The Musical,A Christmas Carol,0,2004,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,0
4591,1670,2004,344510,3,tt0344510,movie,A Very Long Engagement,Un long dimanche de fiançailles,0,2004,\N,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,1
4592,1731,2004,316654,1,tt0316654,movie,Spider-Man 2,Spider-Man 2,0,2004,\N,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0
4593,1740,2004,356470,3,tt0356470,movie,A Cinderella Story,A Cinderella Story,0,2004,\N,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4594,1748,2004,363163,3,tt0363163,movie,Downfall,Der Untergang,0,2004,\N,156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1
4595,1763,2004,401233,3,tt0401233,movie,Appleseed,Appurushîdo,0,2004,\N,101,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
4596,1798,2004,388311,3,tt0388311,movie,Or (My Treasure),Or,0,2004,\N,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4597,1871,2004,308644,3,tt0308644,movie,Finding Neverland,Finding Neverland,0,2004,\N,106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1
4598,1890,2004,386820,1,tt0386820,movie,The Trouble with Terkel,Terkel i knibe,0,2004,\N,77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
4599,2032,2004,376541,3,tt0376541,movie,Closer,Closer,0,2004,\N,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4600,2035,2004,362227,1,tt0362227,movie,The Terminal,The Terminal,0,2004,\N,128,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4601,2041,2004,382189,3,tt0382189,movie,My Summer of Love,My Summer of Love,0,2004,\N,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4602,2047,2004,339291,3,tt0339291,movie,A Series of Unfortunate Events,A Series of Unfortunate Events,0,2004,\N,108,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
4603,2080,2004,314063,3,tt0314063,movie,Immortal,Immortel (ad vitam),0,2004,\N,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,NA,NA,1
4604,2240,2004,370263,3,tt0370263,movie,Alien vs. Predator,AVP: Alien vs. Predator,0,2004,\N,101,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
4605,2249,2004,375063,3,tt0375063,movie,Sideways,Sideways,0,2004,\N,127,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4606,2266,2004,333766,3,tt0333766,movie,Garden State,Garden State,0,2004,\N,102,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4607,2323,2004,374900,1,tt0374900,movie,Napoleon Dynamite,Napoleon Dynamite,0,2004,\N,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4608,2333,2004,304141,3,tt0304141,movie,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,\N,142,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
4609,2386,2004,372588,2,tt0372588,movie,Team America: World Police,Team America: World Police,0,2004,\N,98,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4610,2441,2004,379306,3,tt0379306,movie,A Good Woman,A Good Woman,0,2004,\N,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4611,2448,2004,293508,2,tt0293508,movie,The Phantom of the Opera,The Phantom of the Opera,0,2004,\N,143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,0
4612,2452,2004,407851,3,tt0407851,movie,Hana and Alice,Hana to Arisu,0,2004,\N,135,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4613,2501,2004,359423,3,tt0359423,movie,A Home at the End of the World,A Home at the End of the World,0,2004,\N,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4614,2503,2004,362004,1,tt0362004,movie,Palindromes,Palindromes,0,2004,\N,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4615,2514,2004,407246,1,tt0407246,movie,Duck Season,Temporada de patos,0,2004,\N,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4616,2544,2004,369339,1,tt0369339,movie,Collateral,Collateral,0,2004,\N,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
4617,2608,2004,384504,3,tt0384504,movie,Saving Face,Saving Face,0,2004,\N,91,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4618,2612,2004,383694,3,tt0383694,movie,Vera Drake,Vera Drake,0,2004,\N,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
4619,2768,2004,420251,3,tt0420251,movie,Three... Extremes,Sam gang 2,0,2004,\N,126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4620,2817,2004,370986,1,tt0370986,movie,Mysterious Skin,Mysterious Skin,0,2004,\N,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4621,2871,2004,347048,3,tt0347048,movie,Head-On,Gegen die Wand,0,2004,\N,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4622,2921,2004,337921,3,tt0337921,movie,Cellular,Cellular,0,2004,\N,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1
4623,2946,2004,364343,2,tt0364343,movie,The Final Cut,The Final Cut,0,2004,\N,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,NA,NA,0
4624,2995,2004,396184,3,tt0396184,movie,Pusher II,Pusher II,0,2004,\N,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
4625,3040,2004,360845,1,tt0360845,movie,Our Music,Notre musique,0,2004,\N,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4626,3130,2004,350258,3,tt0350258,movie,Ray,Ray,0,2004,\N,152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1
4627,3153,2004,363547,3,tt0363547,movie,Dawn of the Dead,Dawn of the Dead,0,2004,\N,101,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4628,3198,2004,363282,3,tt0363282,movie,New York Minute,New York Minute,0,2004,\N,91,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1
4629,3234,2004,212712,3,tt0212712,movie,2046,2046,0,2004,\N,129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1
4630,3261,2004,338751,1,tt0338751,movie,The Aviator,The Aviator,0,2004,\N,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
4631,3311,2004,390221,3,tt0390221,movie,Maria Full of Grace,Maria Full of Grace,0,2004,\N,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
4632,3314,2004,369672,3,tt0369672,movie,A Love Song for Bobby Long,A Love Song for Bobby Long,0,2004,\N,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4633,3423,2004,221637,1,tt0221637,movie,The Third Society,The Third Society,0,2002,\N,84,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4634,3450,2004,331632,3,tt0331632,movie,Scooby-Doo 2: Monsters Unleashed,Scooby-Doo 2: Monsters Unleashed,0,2004,\N,93,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
4635,3454,2004,350028,3,tt0350028,movie,Raising Helen,Raising Helen,0,2004,\N,119,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4636,3554,2004,373074,0,tt0373074,movie,Kung Fu Hustle,Kung fu,0,2004,\N,99,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4637,3557,2004,423866,1,tt0423866,movie,3-Iron,Bin-jip,0,2004,\N,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
4638,3565,2004,390205,1,tt0390205,movie,Once Upon a Time in High School: The Spirit of Jeet Kune Do,Maljukgeori janhoksa,0,2004,\N,116,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4639,3609,2004,375679,3,tt0375679,movie,Crash,Crash,0,2004,\N,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,NA,NA,1
4640,3642,2004,391198,3,tt0391198,movie,The Grudge,The Grudge,0,2004,\N,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,1
4641,3656,2004,337563,3,tt0337563,movie,13 Going on 30,13 Going on 30,0,2004,\N,98,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4642,3705,2004,378661,3,tt0378661,movie,They Came Back,Les Revenants,0,2004,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4643,3772,2004,381348,1,tt0381348,movie,The Place Promised in Our Early Days,"Kumo no mukô, yakusoku no basho",0,2004,\N,90,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4644,3833,2004,338479,3,tt0338479,video,Tales from the Crapper,Tales from the Crapper,0,2004,\N,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4645,3971,2004,338348,1,tt0338348,movie,The Polar Express,The Polar Express,0,2004,\N,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
4646,4011,2004,375912,1,tt0375912,movie,Layer Cake,Layer Cake,0,2004,\N,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
4647,4059,2004,345074,3,tt0345074,movie,Connie and Carla,Connie and Carla,0,2004,\N,108,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1
4648,4083,2004,339072,3,tt0339072,movie,Gladiatress,Gladiatress,0,2004,\N,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
4649,4249,2004,403358,1,tt0403358,movie,Night Watch,Nochnoy dozor,0,2004,\N,114,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4650,4292,2004,353489,3,tt0353489,movie,Ginger Snaps 2: Unleashed,Ginger Snaps: Unleashed,0,2004,\N,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1
4651,4298,2004,381707,3,tt0381707,movie,White Chicks,White Chicks,0,2004,\N,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1
4652,4338,2004,167190,1,tt0167190,movie,Hellboy,Hellboy,0,2004,\N,122,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
4653,4368,2004,415819,3,tt0415819,movie,The Guy Was Cool,Geu nom-eun meot-iss-eoss-da,0,2004,\N,113,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4654,4389,2004,414923,3,tt0414923,tvMovie,Crimes of Fashion,Crimes of Fashion,0,2004,\N,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4655,4408,2004,362270,2,tt0362270,movie,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,0,2004,\N,119,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
4656,4438,2004,299172,3,tt0299172,movie,Home on the Range,Home on the Range,0,2004,\N,76,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
4657,4453,2004,1469259,3,tt1469259,video,Bratz the Video: Starrin' & Stylin',Bratz the Video: Starrin' & Stylin',0,2004,\N,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4658,4486,2004,316732,3,tt0316732,movie,Taxi,Taxi,0,2004,\N,97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1
4659,4524,2004,349416,3,tt0349416,movie,Eulogy,Eulogy,0,2004,\N,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4660,4525,2004,363988,1,tt0363988,movie,Secret Window,Secret Window,0,2004,\N,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,NA,NA,0
4661,6150,2004,361696,3,tt0361696,movie,Raise Your Voice,Raise Your Voice,0,2004,\N,107,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1
4662,4565,2004,439491,3,tt0439491,movie,Caribe,Caribe,0,2004,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,1
4663,4571,2004,361411,3,tt0361411,movie,Bride & Prejudice,Bride & Prejudice,0,2004,\N,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,1
4664,4587,2004,435224,1,tt0435224,movie,Nemmeno il destino,Nemmeno il destino,0,2004,\N,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4665,4630,2004,399412,3,tt0399412,movie,Nina,Nina,0,2004,\N,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,1
4666,4726,2004,367000,3,tt0367000,movie,House of Voices,Saint Ange,0,2004,\N,98,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4667,4696,2004,381966,3,tt0381966,movie,Creep,Creep,0,2004,\N,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,1
4668,4828,2004,300270,3,tt0300270,movie,The Holy Girl,La niña santa,0,2004,\N,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4669,4842,2004,368447,3,tt0368447,movie,The Village,The Village,0,2004,\N,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,NA,NA,1
4670,4928,2004,317198,3,tt0317198,movie,Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,0,2004,\N,108,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4671,4979,2004,307453,1,tt0307453,movie,Shark Tale,Shark Tale,0,2004,\N,90,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
4672,5038,2004,439623,3,tt0439623,video,In Search of Santa,In Search of Santa,0,2004,\N,80,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
4673,5047,2004,409842,3,tt0409842,video,Corpses,Corpses,0,2004,\N,90,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4674,5117,2004,381681,0,tt0381681,movie,Before Sunset,Before Sunset,0,2004,\N,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4675,5201,2004,364725,3,tt0364725,movie,Dodgeball: A True Underdog Story,Dodgeball: A True Underdog Story,0,2004,\N,92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4676,5210,2004,290002,3,tt0290002,movie,Meet the Fockers,Meet the Fockers,0,2004,\N,115,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4677,5336,2004,368891,2,tt0368891,movie,National Treasure,National Treasure,0,2004,\N,131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,0
4678,5392,2004,382761,3,tt0382761,movie,Jennifer's Shadow,Jennifer's Shadow,0,2004,\N,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,1
4679,5401,2004,412915,3,tt0412915,tvMovie,The Librarian: Quest for the Spear,The Librarian: Quest for the Spear,0,2004,\N,92,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
4680,5550,2004,367479,3,tt0367479,movie,After the Sunset,After the Sunset,0,2004,\N,97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1
4681,6149,2004,364045,2,tt0364045,movie,Taking Lives,Taking Lives,0,2004,\N,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,NA,NA,0
4682,5573,2004,377752,3,tt0377752,movie,Dear Frankie,Dear Frankie,0,2004,\N,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4683,5609,2004,300051,2,tt0300051,movie,Jersey Girl,Jersey Girl,0,2004,\N,102,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4684,5629,2004,387658,0,tt0387658,video,Bionicle 2: Legends of Metru Nui,Bionicle 2: Legends of Metru Nui,0,2004,\N,75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
4685,5659,2004,361862,1,tt0361862,movie,The Machinist,The Machinist,0,2004,\N,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0
4686,5673,2004,314498,3,tt0314498,movie,The Perfect Score,The Perfect Score,0,2004,\N,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
4687,5824,2004,384533,2,tt0384533,movie,She Hate Me,She Hate Me,0,2004,\N,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
4688,5877,2004,340012,3,tt0340012,movie,Being Julia,Being Julia,0,2004,\N,104,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
4689,5920,2004,346491,1,tt0346491,movie,Alexander,Alexander,0,2004,\N,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
4690,5952,2004,440803,1,tt0440803,movie,Shutter,Shutter,0,2004,\N,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0
4691,5968,2004,388419,3,tt0388419,movie,Christmas with the Kranks,Christmas with the Kranks,0,2004,\N,99,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
